鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
古坑鄉,田心村,271,209053,771,626,349,1078,580.92,75.31
古坑鄉,高林村,262,171612,655,527,326,886,483.09,73.75
古坑鄉,荷苞村,292,218395,748,583,345,909,851.73,113.88
古坑鄉,東和村,748,548626,733,553,355,929,658.86,89.83
古坑鄉,新庄村,297,187596,632,491,302,765,517.33,81.90
古坑鄉,棋盤村,437,305353,699,545,356,880,648.72,92.84
古坑鄉,麻園村,144,84532,587,447,273,718,547.18,93.21
古坑鄉,崁腳村,253,160208,633,486,306,795,584.97,92.38
古坑鄉,華山村,120,81654,680,492,259,923,730.48,107.35
古坑鄉,華南村,54,43402,804,582,378,1036,784.26,97.58
古坑鄉,桂林村,180,119089,662,509,305,862,675.89,102.16
古坑鄉,樟湖村,81,55798,689,525,277,872,660.36,95.86
古坑鄉,草嶺村,80,46140,577,450,290,607,527.32,91.43
古坑鄉,其他,1,380,380,380,380,380,0.00,0.00
古坑鄉,合計,6035,4189036,694,535,324,870,679.31,97.87
大埤鄉,北和村,163,130235,799,588,384,938,752.77,94.22
大埤鄉,南和村,534,378130,708,533,333,912,624.44,88.18
大埤鄉,大德村,201,143040,712,564,362,878,624.60,87.77
大埤鄉,松竹村,206,133065,646,537,321,842,448.54,69.44
大埤鄉,尚義村,403,262032,650,484,317,786,636.35,97.87
大埤鄉,嘉興村,393,277901,707,510,336,816,869.62,122.98
大埤鄉,豐田村,374,254520,681,550,339,863,559.63,82.23
大埤鄉,三結村,251,162849,649,496,319,829,546.69,84.26
大埤鄉,吉田村,154,91202,592,466,274,766,495.62,83.69
大埤鄉,豐岡村,130,81983,631,503,322,796,496.65,78.75
大埤鄉,聯美村,232,160160,690,515,327,821,631.29,91.45
大埤鄉,怡然村,148,120313,813,569,378,933,724.98,89.18
大埤鄉,北鎮村,122,74542,611,480,310,690,635.27,103.97
大埤鄉,興安村,114,88566,777,568,384,1060,606.32,78.04
大埤鄉,西鎮村,116,77564,669,524,326,847,530.99,79.41
大埤鄉,其他,3,1497,499,584,442,598,171.97,34.47
大埤鄉,合計,3544,2437599,688,522,331,847,637.74,92.72
莿桐鄉,莿桐村,1045,772402,739,575,342,928,655.44,88.68
莿桐鄉,甘厝村,175,111434,637,484,352,806,504.70,79.26
莿桐鄉,甘西村,324,212258,655,507,291,803,577.10,88.09
莿桐鄉,興桐村,256,157784,616,502,287,776,513.48,83.31
莿桐鄉,義和村,211,162346,769,544,331,849,1037.84,134.89
莿桐鄉,埔子村,461,323994,703,561,350,871,598.41,85.15
莿桐鄉,大美村,779,578083,742,607,367,910,606.17,81.68
莿桐鄉,埔尾村,332,216171,651,542,356,759,618.16,94.94
莿桐鄉,饒平村,291,186325,640,499,316,795,504.32,78.76
莿桐鄉,興貴村,427,296503,694,514,322,843,1150.56,165.69
莿桐鄉,四合村,385,256236,666,544,351,805,523.84,78.71
莿桐鄉,麻園村,282,198744,705,547,332,803,854.31,121.22
莿桐鄉,五華村,236,136347,578,486,315,731,403.75,69.88
莿桐鄉,六合村,424,270797,639,507,336,846,458.66,71.81
莿桐鄉,其他,1,523,523,523,523,523,0.00,0.00
莿桐鄉,合計,5629,3879947,689,542,335,852,674.48,97.85
林內鄉,林南村,273,185895,681,510,328,811,662.20,97.25
林內鄉,林中村,1013,675846,667,529,330,830,642.65,96.32
林內鄉,林北村,561,346951,618,534,312,821,450.74,72.88
林內鄉,坪頂村,92,61068,664,456,328,633,779.46,117.43
林內鄉,林茂村,167,110866,664,578,344,890,426.09,64.18
林內鄉,湖本村,150,85101,567,438,311,677,434.65,76.61
林內鄉,九芎村,633,405814,641,524,324,804,564.53,88.06
林內鄉,烏塗村,321,199086,620,488,348,817,471.11,75.96
林內鄉,烏麻村,264,157654,597,458,287,756,525.15,87.94
林內鄉,重興村,441,279497,634,503,307,813,515.92,81.40
林內鄉,其他,0,0,0,0,0,0,0.00,0.00
林內鄉,合計,3915,2507778,641,513,320,812,560.52,87.50
二崙鄉,崙東村,340,246906,726,533,322,906,644.60,88.76
二崙鄉,崙西村,356,283415,796,618,347,973,723.00,90.82
二崙鄉,來惠村,273,187261,686,523,308,902,589.32,85.91
二崙鄉,三和村,285,196141,688,564,336,861,542.44,78.82
二崙鄉,湳仔村,233,150360,645,531,332,823,469.07,72.69
二崙鄉,田尾村,358,261175,730,563,342,929,650.46,89.16
二崙鄉,港後村,269,208165,774,636,361,945,587.08,75.87
二崙鄉,庄西村,146,87490,599,485,274,801,499.64,83.38
二崙鄉,大義村,163,109377,671,590,326,914,468.84,69.87
