鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
五結鄉,利澤村,562,385346,686,527,333,841,574.79,83.83
五結鄉,季新村,702,446625,636,507,320,782,542.13,85.21
五結鄉,成興村,848,564318,665,530,338,809,622.38,93.52
五結鄉,孝威村,388,253078,652,525,333,817,533.1,81.73
五結鄉,錦?村,331,221749,670,527,300,824,657.61,98.16
五結鄉,其他,1,582,582,582,582,582,0,0
五結鄉,合計,10172,7391453,727,561,346,912,646.66,88.99
冬山鄉,南興村,948,769253,811,623,375,1033,644.25,79.4
冬山鄉,冬山村,218,159534,732,577,325,950,586.67,80.17
冬山鄉,武淵村,356,279955,786,548,338,940,878.45,111.71
冬山鄉,珍珠村,492,389668,792,604,364,968,782.59,98.81
冬山鄉,三奇村,271,173785,641,545,345,853,452.29,70.53
冬山鄉,補城村,319,234733,736,583,333,945,613.34,83.35
冬山鄉,大興村,294,208900,711,552,336,835,778.03,109.5
冬山鄉,東城村,444,313538,706,589,380,858,577.59,81.79
冬山鄉,香和村,967,747675,773,592,353,968,680.96,88.07
冬山鄉,安平村,191,117142,613,480,336,723,488.12,79.59
冬山鄉,太和村,423,307531,727,579,378,909,561.83,77.28
冬山鄉,永美村,987,799270,810,615,370,972,1084.05,133.87
冬山鄉,八寶村,259,193245,746,570,370,822,846.38,113.44
冬山鄉,丸山村,403,332354,825,564,350,919,1798.91,218.13
冬山鄉,中山村,115,74564,648,527,315,802,533.57,82.29
冬山鄉,順安村,1495,991773,663,523,330,850,655.63,98.83
冬山鄉,清溝村,1172,959458,819,623,365,1041,713.79,87.19
冬山鄉,?英村,1449,1049791,724,560,347,903,614.38,84.8
冬山鄉,鹿埔村,651,449312,690,548,349,826,640.19,92.76
冬山鄉,得安村,253,172973,684,492,300,786,819.62,119.88
冬山鄉,廣興村,751,555445,740,559,346,866,928.76,125.57
冬山鄉,廣安村,515,397093,771,605,344,965,692.94,89.87
冬山鄉,柯林村,495,397489,803,613,350,1056,730.31,90.95
冬山鄉,大進村,166,115129,694,495,312,853,728.33,105.01
冬山鄉,其他,1,973,973,973,973,973,0,0
冬山鄉,合計,13635,10190582,747,572,349,923,782.85,104.75
蘇澳鎮,港邊里,315,228200,724,554,367,882,574.65,79.32
蘇澳鎮,永春里,145,89004,614,518,326,776,416.48,67.85
蘇澳鎮,東澳里,69,50181,727,507,416,822,587.93,80.84
蘇澳鎮,聖湖里,749,520222,695,553,355,851,581.37,83.7
蘇澳鎮,新城里,401,266634,665,553,347,843,498.23,74.93
蘇澳鎮,隘丁里,789,550240,697,559,372,886,497.22,71.3
蘇澳鎮,永榮里,1092,785085,719,588,375,921,537.55,74.77
蘇澳鎮,存仁里,237,166550,703,630,359,889,496.36,70.63
蘇澳鎮,頂寮里,289,200439,694,550,398,799,583.37,84.11
